"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"MEX","PPP","TOT","NATUSD","A","2017",8.88443,
"MEX","PPP","TOT","NATUSD","A","2018",9.16075,
"MEX","PPP","TOT","NATUSD","A","2019",9.148021,
"NLD","PPP","TOT","NATUSD","A","1990",0.919695,
"NLD","PPP","TOT","NATUSD","A","1991",0.917341,
"NLD","PPP","TOT","NATUSD","A","1992",0.919286,
"NLD","PPP","TOT","NATUSD","A","1993",0.912355,
"NLD","PPP","TOT","NATUSD","A","1994",0.911706,
"NLD","PPP","TOT","NATUSD","A","1995",0.911419,
"NLD","PPP","TOT","NATUSD","A","1996",0.90738,
"NLD","PPP","TOT","NATUSD","A","1997",0.908977,
"NLD","PPP","TOT","NATUSD","A","1998",0.905982,
"NLD","PPP","TOT","NATUSD","A","1999",0.906357,
"NLD","PPP","TOT","NATUSD","A","2000",0.890163,
"NLD","PPP","TOT","NATUSD","A","2001",0.904694,
"NLD","PPP","TOT","NATUSD","A","2002",0.900863,
"NLD","PPP","TOT","NATUSD","A","2003",0.926458,
"NLD","PPP","TOT","NATUSD","A","2004",0.908546,
"NLD","PPP","TOT","NATUSD","A","2005",0.897139,
"NLD","PPP","TOT","NATUSD","A","2006",0.873084,
"NLD","PPP","TOT","NATUSD","A","2007",0.861245,
"NLD","PPP","TOT","NATUSD","A","2008",0.847775,
"NLD","PPP","TOT","NATUSD","A","2009",0.84772,
"NLD","PPP","TOT","NATUSD","A","2010",0.853394,
"NLD","PPP","TOT","NATUSD","A","2011",0.836065,
"NLD","PPP","TOT","NATUSD","A","2012",0.824408,
"NLD","PPP","TOT","NATUSD","A","2013",0.798166,
"NLD","PPP","TOT","NATUSD","A","2014",0.808798,
"NLD","PPP","TOT","NATUSD","A","2015",0.809978,
"NLD","PPP","TOT","NATUSD","A","2016",0.795448,
"NLD","PPP","TOT","NATUSD","A","2017",0.77966,
"NLD","PPP","TOT","NATUSD","A","2018",0.752016,
"NLD","PPP","TOT","NATUSD","A","2019",0.762769,
"NZL","PPP","TOT","NATUSD","A","1990",1.53859,
"NZL","PPP","TOT","NATUSD","A","1991",1.492342,
"NZL","PPP","TOT","NATUSD","A","1992",1.486938,
"NZL","PPP","TOT","NATUSD","A","1993",1.483369,
"NZL","PPP","TOT","NATUSD","A","1994",1.46415,
"NZL","PPP","TOT","NATUSD","A","1995",1.462862,
"NZL","PPP","TOT","NATUSD","A","1996",1.467213,
"NZL","PPP","TOT","NATUSD","A","1997",1.448473,
"NZL","PPP","TOT","NATUSD","A","1998",1.447791,
"NZL","PPP","TOT","NATUSD","A","1999",1.43466,
"NZL","PPP","TOT","NATUSD","A","2000",1.443906,
"NZL","PPP","TOT","NATUSD","A","2001",1.474387,
"NZL","PPP","TOT","NATUSD","A","2002",1.468962,
"NZL","PPP","TOT","NATUSD","A","2003",1.49747,
"NZL","PPP","TOT","NATUSD","A","2004",1.507677,
"NZL","PPP","TOT","NATUSD","A","2005",1.535,
"NZL","PPP","TOT","NATUSD","A","2006",1.481508,
"NZL","PPP","TOT","NATUSD","A","2007",1.505519,
"NZL","PPP","TOT","NATUSD","A","2008",1.490709,
"NZL","PPP","TOT","NATUSD","A","2009",1.470995,
"NZL","PPP","TOT","NATUSD","A","2010",1.496126,
"NZL","PPP","TOT","NATUSD","A","2011",1.485915,
"NZL","PPP","TOT","NATUSD","A","2012",1.495622,
"NZL","PPP","TOT","NATUSD","A","2013",1.445979,
"NZL","PPP","TOT","NATUSD","A","2014",1.44073,
"NZL","PPP","TOT","NATUSD","A","2015",1.478014,
"NZL","PPP","TOT","NATUSD","A","2016",1.441008,
"NZL","PPP","TOT","NATUSD","A","2017",1.426552,
"NZL","PPP","TOT","NATUSD","A","2018",1.389902,
"NZL","PPP","TOT","NATUSD","A","2019",1.407576,
"NOR","PPP","TOT","NATUSD","A","1990",9.599692,
"NOR","PPP","TOT","NATUSD","A","1991",9.491041,
"NOR","PPP","TOT","NATUSD","A","1992",9.220206,
"NOR","PPP","TOT","NATUSD","A","1993",9.213305,
"NOR","PPP","TOT","NATUSD","A","1994",9.006615,
"NOR","PPP","TOT","NATUSD","A","1995",9.091711,
"NOR","PPP","TOT","NATUSD","A","1996",8.995578,
"NOR","PPP","TOT","NATUSD","A","1997",9.059569,
"NOR","PPP","TOT","NATUSD","A","1998",9.312731,
"NOR","PPP","TOT","NATUSD","A","1999",9.283739,
"NOR","PPP","TOT","NATUSD","A","2000",9.082606,
"NOR","PPP","TOT","NATUSD","A","2001",9.173071,
"NOR","PPP","TOT","NATUSD","A","2002",9.05673,
"NOR","PPP","TOT","NATUSD","A","2003",9.206974,
"NOR","PPP","TOT","NATUSD","A","2004",9.133219,
"NOR","PPP","TOT","NATUSD","A","2005",9.005204,
"NOR","PPP","TOT","NATUSD","A","2006",8.791878,
"NOR","PPP","TOT","NATUSD","A","2007",8.933784,
"NOR","PPP","TOT","NATUSD","A","2008",8.859281,
"NOR","PPP","TOT","NATUSD","A","2009",9.077231,
"NOR","PPP","TOT","NATUSD","A","2010",9.144245,
"NOR","PPP","TOT","NATUSD","A","2011",9.082736,
"NOR","PPP","TOT","NATUSD","A","2012",9.037085,
"NOR","PPP","TOT","NATUSD","A","2013",9.029349,
"NOR","PPP","TOT","NATUSD","A","2014",9.278458,
"NOR","PPP","TOT","NATUSD","A","2015",9.932516,
"NOR","PPP","TOT","NATUSD","A","2016",10.0419,
"NOR","PPP","TOT","NATUSD","A","2017",9.718796,
"NOR","PPP","TOT","NATUSD","A","2018",9.303837,
"NOR","PPP","TOT","NATUSD","A","2019",9.480528,
"POL","PPP","TOT","NATUSD","A","1990",0.266545,
"POL","PPP","TOT","NATUSD","A","1991",0.40029,
"POL","PPP","TOT","NATUSD","A","1992",0.542539,
"POL","PPP","TOT","NATUSD","A","1993",0.692384,
"POL","PPP","TOT","NATUSD","A","1994",0.930321,
"POL","PPP","TOT","NATUSD","A","1995",1.166157,
"POL","PPP","TOT","NATUSD","A","1996",1.354124,
"POL","PPP","TOT","NATUSD","A","1997",1.513514,
"POL","PPP","TOT","NATUSD","A","1998",1.655067,
"POL","PPP","TOT","NATUSD","A","1999",1.737656,
"POL","PPP","TOT","NATUSD","A","2000",1.832369,
"POL","PPP","TOT","NATUSD","A","2001",1.836811,
"POL","PPP","TOT","NATUSD","A","2002",1.799795,
"POL","PPP","TOT","NATUSD","A","2003",1.806327,
"POL","PPP","TOT","NATUSD","A","2004",1.831563,
"POL","PPP","TOT","NATUSD","A","2005",1.867595,
"POL","PPP","TOT","NATUSD","A","2006",1.852931,
"POL","PPP","TOT","NATUSD","A","2007",1.856189,
"POL","PPP","TOT","NATUSD","A","2008",1.842243,
"POL","PPP","TOT","NATUSD","A","2009",1.867782,
"POL","PPP","TOT","NATUSD","A","2010",1.803438,
"POL","PPP","TOT","NATUSD","A","2011",1.801424,
"POL","PPP","TOT","NATUSD","A","2012",1.796168,
"POL","PPP","TOT","NATUSD","A","2013",1.762045,
"POL","PPP","TOT","NATUSD","A","2014",1.767142,
"POL","PPP","TOT","NATUSD","A","2015",1.765116,
"POL","PPP","TOT","NATUSD","A","2016",1.732843,
"POL","PPP","TOT","NATUSD","A","2017",1.737332,
"POL","PPP","TOT","NATUSD","A","2018",1.693585,
"POL","PPP","TOT","NATUSD","A","2019",1.713336,
"PRT","PPP","TOT","NATUSD","A","1990",0.47711,
"PRT","PPP","TOT","NATUSD","A","1991",0.508051,
"PRT","PPP","TOT","NATUSD","A","1992",0.553587,
"PRT","PPP","TOT","NATUSD","A","1993",0.580664,
"PRT","PPP","TOT","NATUSD","A","1994",0.609899,
"PRT","PPP","TOT","NATUSD","A","1995",0.617855,
"PRT","PPP","TOT","NATUSD","A","1996",0.629844,
"PRT","PPP","TOT","NATUSD","A","1997",0.641364,
"PRT","PPP","TOT","NATUSD","A","1998",0.656809,
"PRT","PPP","TOT","NATUSD","A","1999",0.660642,
"PRT","PPP","TOT","NATUSD","A","2000",0.660828,
"PRT","PPP","TOT","NATUSD","A","2001",0.670763,
"PRT","PPP","TOT","NATUSD","A","2002",0.672081,
"PRT","PPP","TOT","NATUSD","A","2003",0.670488,
"PRT","PPP","TOT","NATUSD","A","2004",0.676708,
"PRT","PPP","TOT","NATUSD","A","2005",0.664259,
"PRT","PPP","TOT","NATUSD","A","2006",0.641013,
"PRT","PPP","TOT","NATUSD","A","2007",0.647602,
"PRT","PPP","TOT","NATUSD","A","2008",0.636148,
"PRT","PPP","TOT","NATUSD","A","2009",0.626868,
"PRT","PPP","TOT","NATUSD","A","2010",0.622647,
"PRT","PPP","TOT","NATUSD","A","2011",0.623083,
"PRT","PPP","TOT","NATUSD","A","2012",0.605398,
"PRT","PPP","TOT","NATUSD","A","2013",0.583607,
"PRT","PPP","TOT","NATUSD","A","2014",0.578868,
"PRT","PPP","TOT","NATUSD","A","2015",0.584947,
"PRT","PPP","TOT","NATUSD","A","2016",0.571416,
"PRT","PPP","TOT","NATUSD","A","2017",0.573856,
"PRT","PPP","TOT","NATUSD","A","2018",0.5537,
"PRT","PPP","TOT","NATUSD","A","2019",0.547768,
"SVK","PPP","TOT","NATUSD","A","1992",0.315357,
"SVK","PPP","TOT","NATUSD","A","1993",0.355396,
"SVK","PPP","TOT","NATUSD","A","1994",0.394761,
"SVK","PPP","TOT","NATUSD","A","1995",0.424898,
"SVK","PPP","TOT","NATUSD","A","1996",0.436939,
"SVK","PPP","TOT","NATUSD","A","1997",0.450574,
"SVK","PPP","TOT","NATUSD","A","1998",0.466079,
"SVK","PPP","TOT","NATUSD","A","1999",0.494406,
"SVK","PPP","TOT","NATUSD","A","2000",0.516226,
"SVK","PPP","TOT","NATUSD","A","2001",0.515601,
"SVK","PPP","TOT","NATUSD","A","2002",0.521518,
"SVK","PPP","TOT","NATUSD","A","2003",0.544909,
"SVK","PPP","TOT","NATUSD","A","2004",0.564956,
"SVK","PPP","TOT","NATUSD","A","2005",0.564715,
"SVK","PPP","TOT","NATUSD","A","2006",0.555338,
"SVK","PPP","TOT","NATUSD","A","2007",0.554435,
"SVK","PPP","TOT","NATUSD","A","2008",0.53743,
"SVK","PPP","TOT","NATUSD","A","2009",0.515184,
"SVK","PPP","TOT","NATUSD","A","2010",0.501703,
"SVK","PPP","TOT","NATUSD","A","2011",0.506407,
"SVK","PPP","TOT","NATUSD","A","2012",0.504542,
"SVK","PPP","TOT","NATUSD","A","2013",0.491124,
"SVK","PPP","TOT","NATUSD","A","2014",0.485412,
"SVK","PPP","TOT","NATUSD","A","2015",0.491548,
"SVK","PPP","TOT","NATUSD","A","2016",0.503194,
"SVK","PPP","TOT","NATUSD","A","2017",0.51479,
"SVK","PPP","TOT","NATUSD","A","2018",0.504794,
"SVK","PPP","TOT","NATUSD","A","2019",0.513491,
"ESP","PPP","TOT","NATUSD","A","1990",0.619435,
"ESP","PPP","TOT","NATUSD","A","1991",0.640726,
"ESP","PPP","TOT","NATUSD","A","1992",0.668489,
"ESP","PPP","TOT","NATUSD","A","1993",0.682646,
"ESP","PPP","TOT","NATUSD","A","1994",0.694306,
"ESP","PPP","TOT","NATUSD","A","1995",0.713594,
"ESP","PPP","TOT","NATUSD","A","1996",0.724042,
"ESP","PPP","TOT","NATUSD","A","1997",0.723932,
"ESP","PPP","TOT","NATUSD","A","1998",0.723853,
"ESP","PPP","TOT","NATUSD","A","1999",0.73921,
"ESP","PPP","TOT","NATUSD","A","2000",0.739549,
"ESP","PPP","TOT","NATUSD","A","2001",0.747416,
"ESP","PPP","TOT","NATUSD","A","2002",0.742312,
"ESP","PPP","TOT","NATUSD","A","2003",0.760047,
"ESP","PPP","TOT","NATUSD","A","2004",0.76653,
"ESP","PPP","TOT","NATUSD","A","2005",0.769508,
"ESP","PPP","TOT","NATUSD","A","2006",0.736983,
"ESP","PPP","TOT","NATUSD","A","2007",0.7333,
"ESP","PPP","TOT","NATUSD","A","2008",0.725862,
"ESP","PPP","TOT","NATUSD","A","2009",0.718152,
"ESP","PPP","TOT","NATUSD","A","2010",0.72637,
"ESP","PPP","TOT","NATUSD","A","2011",0.714129,
"ESP","PPP","TOT","NATUSD","A","2012",0.694976,
"ESP","PPP","TOT","NATUSD","A","2013",0.6748,
"ESP","PPP","TOT","NATUSD","A","2014",0.662359,
"ESP","PPP","TOT","NATUSD","A","2015",0.66474,
"ESP","PPP","TOT","NATUSD","A","2016",0.642644,
"ESP","PPP","TOT","NATUSD","A","2017",0.628831,
"ESP","PPP","TOT","NATUSD","A","2018",0.612611,
"ESP","PPP","TOT","NATUSD","A","2019",0.607903,
"SWE","PPP","TOT","NATUSD","A","1990",8.886935,
"SWE","PPP","TOT","NATUSD","A","1991",9.305145,
"SWE","PPP","TOT","NATUSD","A","1992",9.190188,
"SWE","PPP","TOT","NATUSD","A","1993",9.176092,
"SWE","PPP","TOT","NATUSD","A","1994",9.21676,
"SWE","PPP","TOT","NATUSD","A","1995",9.371542,
"SWE","PPP","TOT","NATUSD","A","1996",9.268636,
"SWE","PPP","TOT","NATUSD","A","1997",9.333029,
"SWE","PPP","TOT","NATUSD","A","1998",9.396272,
"SWE","PPP","TOT","NATUSD","A","1999",9.3059,
"SWE","PPP","TOT","NATUSD","A","2000",9.160268,
"SWE","PPP","TOT","NATUSD","A","2001",9.400158,
"SWE","PPP","TOT","NATUSD","A","2002",9.413655,
"SWE","PPP","TOT","NATUSD","A","2003",9.495769,
"SWE","PPP","TOT","NATUSD","A","2004",9.302011,
"SWE","PPP","TOT","NATUSD","A","2005",9.479182,
"SWE","PPP","TOT","NATUSD","A","2006",9.123665,
"SWE","PPP","TOT","NATUSD","A","2007",8.88369,
"SWE","PPP","TOT","NATUSD","A","2008",8.778986,
"SWE","PPP","TOT","NATUSD","A","2009",8.914179,
"SWE","PPP","TOT","NATUSD","A","2010",9.017736,
"SWE","PPP","TOT","NATUSD","A","2011",8.844042,
"SWE","PPP","TOT","NATUSD","A","2012",8.654768,
"SWE","PPP","TOT","NATUSD","A","2013",8.597681,
"SWE","PPP","TOT","NATUSD","A","2014",8.727131,
"SWE","PPP","TOT","NATUSD","A","2015",8.854383,
"SWE","PPP","TOT","NATUSD","A","2016",8.822586,
"SWE","PPP","TOT","NATUSD","A","2017",8.82407,
"SWE","PPP","TOT","NATUSD","A","2018",8.589563,
"SWE","PPP","TOT","NATUSD","A","2019",8.620421,
"CHE","PPP","TOT","NATUSD","A","1990",1.936289,
"CHE","PPP","TOT","NATUSD","A","1991",1.97426,
"CHE","PPP","TOT","NATUSD","A","1992",1.971282,
"CHE","PPP","TOT","NATUSD","A","1993",1.970372,
"CHE","PPP","TOT","NATUSD","A","1994",1.952026,
"CHE","PPP","TOT","NATUSD","A","1995",1.926041,
"CHE","PPP","TOT","NATUSD","A","1996",1.891189,
"CHE","PPP","TOT","NATUSD","A","1997",1.844334,
"CHE","PPP","TOT","NATUSD","A","1998",1.827663,
"CHE","PPP","TOT","NATUSD","A","1999",1.802836,
"CHE","PPP","TOT","NATUSD","A","2000",1.788109,
"CHE","PPP","TOT","NATUSD","A","2001",1.768379,
"CHE","PPP","TOT","NATUSD","A","2002",1.70976,
"CHE","PPP","TOT","NATUSD","A","2003",1.717018,
"CHE","PPP","TOT","NATUSD","A","2004",1.693209,
"CHE","PPP","TOT","NATUSD","A","2005",1.686548,
"CHE","PPP","TOT","NATUSD","A","2006",1.600989,
"CHE","PPP","TOT","NATUSD","A","2007",1.533994,
"CHE","PPP","TOT","NATUSD","A","2008",1.493049,
"CHE","PPP","TOT","NATUSD","A","2009",1.46898,
"CHE","PPP","TOT","NATUSD","A","2010",1.464944,
"CHE","PPP","TOT","NATUSD","A","2011",1.397498,
"CHE","PPP","TOT","NATUSD","A","2012",1.354072,
"CHE","PPP","TOT","NATUSD","A","2013",1.312477,
"CHE","PPP","TOT","NATUSD","A","2014",1.281761,
"CHE","PPP","TOT","NATUSD","A","2015",1.235788,
"CHE","PPP","TOT","NATUSD","A","2016",1.201964,
"CHE","PPP","TOT","NATUSD","A","2017",1.183945,
"CHE","PPP","TOT","NATUSD","A","2018",1.142621,
"CHE","PPP","TOT","NATUSD","A","2019",1.125833,
"TUR","PPP","TOT","NATUSD","A","1990",0.001188,
"TUR","PPP","TOT","NATUSD","A","1991",0.001825,
"TUR","PPP","TOT","NATUSD","A","1992",0.002921,
"TUR","PPP","TOT","NATUSD","A","1993",0.004787,
"TUR","PPP","TOT","NATUSD","A","1994",0.009676,
"TUR","PPP","TOT","NATUSD","A","1995",0.017742,
"TUR","PPP","TOT","NATUSD","A","1996",0.031042,
"TUR","PPP","TOT","NATUSD","A","1997",0.055385,
"TUR","PPP","TOT","NATUSD","A","1998",0.128877,
"TUR","PPP","TOT","NATUSD","A","1999",0.196465,
"TUR","PPP","TOT","NATUSD","A","2000",0.281508,
"TUR","PPP","TOT","NATUSD","A","2001",0.414892,
"TUR","PPP","TOT","NATUSD","A","2002",0.591251,
"TUR","PPP","TOT","NATUSD","A","2003",0.737306,
"TUR","PPP","TOT","NATUSD","A","2004",0.79283,
"TUR","PPP","TOT","NATUSD","A","2005",0.834589,
"TUR","PPP","TOT","NATUSD","A","2006",0.842933,
"TUR","PPP","TOT","NATUSD","A","2007",0.852344,
"TUR","PPP","TOT","NATUSD","A","2008",0.87996,
"TUR","PPP","TOT","NATUSD","A","2009",0.903963,
"TUR","PPP","TOT","NATUSD","A","2010",0.919607,
"TUR","PPP","TOT","NATUSD","A","2011",0.966176,
"TUR","PPP","TOT","NATUSD","A","2012",1.019856,
"TUR","PPP","TOT","NATUSD","A","2013",1.070294,
"TUR","PPP","TOT","NATUSD","A","2014",1.104504,
"TUR","PPP","TOT","NATUSD","A","2015",1.162452,
"TUR","PPP","TOT","NATUSD","A","2016",1.241052,
"TUR","PPP","TOT","NATUSD","A","2017",1.379575,
"TUR","PPP","TOT","NATUSD","A","2018",1.583491,
"TUR","PPP","TOT","NATUSD","A","2019",1.840625,
"GBR","PPP","TOT","NATUSD","A","1990",0.632935,
"GBR","PPP","TOT","NATUSD","A","1991",0.65153,
"GBR","PPP","TOT","NATUSD","A","1992",0.658168,
"GBR","PPP","TOT","NATUSD","A","1993",0.660507,
"GBR","PPP","TOT","NATUSD","A","1994",0.65571,
"GBR","PPP","TOT","NATUSD","A","1995",0.714632,
"GBR","PPP","TOT","NATUSD","A","1996",0.714617,
"GBR","PPP","TOT","NATUSD","A","1997",0.708919,
"GBR","PPP","TOT","NATUSD","A","1998",0.720742,
"GBR","PPP","TOT","NATUSD","A","1999",0.725819,
"GBR","PPP","TOT","NATUSD","A","2000",0.704306,
"GBR","PPP","TOT","NATUSD","A","2001",0.694382,
"GBR","PPP","TOT","NATUSD","A","2002",0.689877,
"GBR","PPP","TOT","NATUSD","A","2003",0.696596,
"GBR","PPP","TOT","NATUSD","A","2004",0.68841,
"GBR","PPP","TOT","NATUSD","A","2005",0.707619,
"GBR","PPP","TOT","NATUSD","A","2006",0.69742,
"GBR","PPP","TOT","NATUSD","A","2007",0.7101,
"GBR","PPP","TOT","NATUSD","A","2008",0.701691,
"GBR","PPP","TOT","NATUSD","A","2009",0.709551,
"GBR","PPP","TOT","NATUSD","A","2010",0.701707,
"GBR","PPP","TOT","NATUSD","A","2011",0.706052,
"GBR","PPP","TOT","NATUSD","A","2012",0.701634,
"GBR","PPP","TOT","NATUSD","A","2013",0.695248,
"GBR","PPP","TOT","NATUSD","A","2014",0.698444,
"GBR","PPP","TOT","NATUSD","A","2015",0.692551,
"GBR","PPP","TOT","NATUSD","A","2016",0.688603,
"GBR","PPP","TOT","NATUSD","A","2017",0.682422,
"GBR","PPP","TOT","NATUSD","A","2018",0.662639,
"GBR","PPP","TOT","NATUSD","A","2019",0.664175,
"USA","PPP","TOT","NATUSD","A","1990",1,
"USA","PPP","TOT","NATUSD","A","1991",1,
"USA","PPP","TOT","NATUSD","A","1992",1,
"USA","PPP","TOT","NATUSD","A","1993",1,
"USA","PPP","TOT","NATUSD","A","1994",1,
"USA","PPP","TOT","NATUSD","A","1995",1,
"USA","PPP","TOT","NATUSD","A","1996",1,
"USA","PPP","TOT","NATUSD","A","1997",1,
"USA","PPP","TOT","NATUSD","A","1998",1,
"USA","PPP","TOT","NATUSD","A","1999",1,
"USA","PPP","TOT","NATUSD","A","2000",1,
"USA","PPP","TOT","NATUSD","A","2001",1,
"USA","PPP","TOT","NATUSD","A","2002",1,
"USA","PPP","TOT","NATUSD","A","2003",1,
"USA","PPP","TOT","NATUSD","A","2004",1,
"USA","PPP","TOT","NATUSD","A","2005",1,
"USA","PPP","TOT","NATUSD","A","2006",1,
"USA","PPP","TOT","NATUSD","A","2007",1,
"USA","PPP","TOT","NATUSD","A","2008",1,
"USA","PPP","TOT","NATUSD","A","2009",1,
"USA","PPP","TOT","NATUSD","A","2010",1,
"USA","PPP","TOT","NATUSD","A","2011",1,
"USA","PPP","TOT","NATUSD","A","2012",1,
"USA","PPP","TOT","NATUSD","A","2013",1,
"USA","PPP","TOT","NATUSD","A","2014",1,
"USA","PPP","TOT","NATUSD","A","2015",1,
"USA","PPP","TOT","NATUSD","A","2016",1,
"USA","PPP","TOT","NATUSD","A","2017",1,
"USA","PPP","TOT","NATUSD","A","2018",1,
"USA","PPP","TOT","NATUSD","A","2019",1,
"CHL","PPP","TOT","NATUSD","A","1990",168.599469,
"CHL","PPP","TOT","NATUSD","A","1991",197.688509,
"CHL","PPP","TOT","NATUSD","A","1992",216.035682,
"CHL","PPP","TOT","NATUSD","A","1993",233.489517,
"CHL","PPP","TOT","NATUSD","A","1994",257.4139,
"CHL","PPP","TOT","NATUSD","A","1995",275.634032,
"CHL","PPP","TOT","NATUSD","A","1996",275.297281,
"CHL","PPP","TOT","NATUSD","A","1997",278.916342,
"CHL","PPP","TOT","NATUSD","A","1998",278.687425,
"CHL","PPP","TOT","NATUSD","A","1999",280.983094,
"CHL","PPP","TOT","NATUSD","A","2000",286.579744,
"CHL","PPP","TOT","NATUSD","A","2001",291.255853,
"CHL","PPP","TOT","NATUSD","A","2002",296.446431,
"CHL","PPP","TOT","NATUSD","A","2003",304.367804,
"CHL","PPP","TOT","NATUSD","A","2004",319.653393,
"CHL","PPP","TOT","NATUSD","A","2005",333.69,
"CHL","PPP","TOT","NATUSD","A","2006",318.574722,
"CHL","PPP","TOT","NATUSD","A","2007",323.878962,
"CHL","PPP","TOT","NATUSD","A","2008",340.400833,
"CHL","PPP","TOT","NATUSD","A","2009",354.325885,
"CHL","PPP","TOT","NATUSD","A","2010",359.83702,
"CHL","PPP","TOT","NATUSD","A","2011",348.016847,
"CHL","PPP","TOT","NATUSD","A","2012",347.228507,
"CHL","PPP","TOT","NATUSD","A","2013",349.680536,
"CHL","PPP","TOT","NATUSD","A","2014",367.213907,
"CHL","PPP","TOT","NATUSD","A","2015",391.178861,
"CHL","PPP","TOT","NATUSD","A","2016",397.250703,
"CHL","PPP","TOT","NATUSD","A","2017",396.448744,
"CHL","PPP","TOT","NATUSD","A","2018",400.278054,
"CHL","PPP","TOT","NATUSD","A","2019",387.770444,
"COL","PPP","TOT","NATUSD","A","1990",136.718609,
"COL","PPP","TOT","NATUSD","A","1991",167.922449,
"COL","PPP","TOT","NATUSD","A","1992",202.903848,
"COL","PPP","TOT","NATUSD","A","1993",247.400226,
"COL","PPP","TOT","NATUSD","A","1994",307.001866,
"COL","PPP","TOT","NATUSD","A","1995",366.556313,
"COL","PPP","TOT","NATUSD","A","1996",430.943741,
"COL","PPP","TOT","NATUSD","A","1997",505.843464,
"COL","PPP","TOT","NATUSD","A","1998",585.893987,
"COL","PPP","TOT","NATUSD","A","1999",664.538678,
"COL","PPP","TOT","NATUSD","A","2000",739.89333,
"COL","PPP","TOT","NATUSD","A","2001",776.704098,
"COL","PPP","TOT","NATUSD","A","2002",816.223141,
"COL","PPP","TOT","NATUSD","A","2003",876.183344,
"COL","PPP","TOT","NATUSD","A","2004",920.032288,
"COL","PPP","TOT","NATUSD","A","2005",958.227509,
"COL","PPP","TOT","NATUSD","A","2006",984.097249,
"COL","PPP","TOT","NATUSD","A","2007",1008.206802,
"COL","PPP","TOT","NATUSD","A","2008",1064.897073,
"COL","PPP","TOT","NATUSD","A","2009",1099.792771,
"COL","PPP","TOT","NATUSD","A","2010",1128.488601,
"COL","PPP","TOT","NATUSD","A","2011",1175.997371,
"COL","PPP","TOT","NATUSD","A","2012",1211.574122,
"COL","PPP","TOT","NATUSD","A","2013",1214.68853,
"COL","PPP","TOT","NATUSD","A","2014",1228.709202,
"COL","PPP","TOT","NATUSD","A","2015",1284.952129,
"COL","PPP","TOT","NATUSD","A","2016",1293.741161,
"COL","PPP","TOT","NATUSD","A","2017",1323.513894,
"COL","PPP","TOT","NATUSD","A","2018",1318.651531,
"COL","PPP","TOT","NATUSD","A","2019",1317.188166,
"EST","PPP","TOT","NATUSD","A","1993",0.175009,
"EST","PPP","TOT","NATUSD","A","1994",0.239324,
"EST","PPP","TOT","NATUSD","A","1995",0.30815,
"EST","PPP","TOT","NATUSD","A","1996",0.378136,
"EST","PPP","TOT","NATUSD","A","1997",0.409637,
"EST","PPP","TOT","NATUSD","A","1998",0.435437,
"EST","PPP","TOT","NATUSD","A","1999",0.462332,
"EST","PPP","TOT","NATUSD","A","2000",0.468716,
"EST","PPP","TOT","NATUSD","A","2001",0.487802,
"EST","PPP","TOT","NATUSD","A","2002",0.486245,
"EST","PPP","TOT","NATUSD","A","2003",0.486274,
"EST","PPP","TOT","NATUSD","A","2004",0.494059,
"EST","PPP","TOT","NATUSD","A","2005",0.503328,
"EST","PPP","TOT","NATUSD","A","2006",0.521489,
"EST","PPP","TOT","NATUSD","A","2007",0.551852,
"EST","PPP","TOT","NATUSD","A","2008",0.545055,
"EST","PPP","TOT","NATUSD","A","2009",0.516739,
"EST","PPP","TOT","NATUSD","A","2010",0.511706,
"EST","PPP","TOT","NATUSD","A","2011",0.5116,
"EST","PPP","TOT","NATUSD","A","2012",0.521063,
"EST","PPP","TOT","NATUSD","A","2013",0.522424,
"EST","PPP","TOT","NATUSD","A","2014",0.52689,
"EST","PPP","TOT","NATUSD","A","2015",0.53758,
"EST","PPP","TOT","NATUSD","A","2016",0.527849,
"EST","PPP","TOT","NATUSD","A","2017",0.533205,
"EST","PPP","TOT","NATUSD","A","2018",0.523582,
"EST","PPP","TOT","NATUSD","A","2019",0.529969,
"ISR","PPP","TOT","NATUSD","A","1990",1.684587,
"ISR","PPP","TOT","NATUSD","A","1991",1.957492,
"ISR","PPP","TOT","NATUSD","A","1992",2.144654,
"ISR","PPP","TOT","NATUSD","A","1993",2.32736,
"ISR","PPP","TOT","NATUSD","A","1994",2.564403,
"ISR","PPP","TOT","NATUSD","A","1995",2.739532,
"ISR","PPP","TOT","NATUSD","A","1996",2.974476,
"ISR","PPP","TOT","NATUSD","A","1997",3.166873,
"ISR","PPP","TOT","NATUSD","A","1998",3.346806,
"ISR","PPP","TOT","NATUSD","A","1999",3.504641,
"ISR","PPP","TOT","NATUSD","A","2000",3.441656,
"ISR","PPP","TOT","NATUSD","A","2001",3.42743,
"ISR","PPP","TOT","NATUSD","A","2002",3.462676,
"ISR","PPP","TOT","NATUSD","A","2003",3.628859,
"ISR","PPP","TOT","NATUSD","A","2004",3.537657,
"ISR","PPP","TOT","NATUSD","A","2005",3.716937,
"ISR","PPP","TOT","NATUSD","A","2006",3.788173,
"ISR","PPP","TOT","NATUSD","A","2007",3.725704,
"ISR","PPP","TOT","NATUSD","A","2008",3.867205,
"ISR","PPP","TOT","NATUSD","A","2009",3.96503,
"ISR","PPP","TOT","NATUSD","A","2010",3.981341,
"ISR","PPP","TOT","NATUSD","A","2011",3.944763,
"ISR","PPP","TOT","NATUSD","A","2012",3.955358,
